brand,name,year,shape,weight_g,balance,core,surface,price_zar,price_high_zar,price_spread,cheapest_store,stores_count,stores,level,best_for,in_stock,url,description
Adidas,2026 Adidas Arrow Hit PRO EDT - Limited Edition | Ari Sánchez,2026,,,,,,9295,9295,0,PadelDeals,1,PadelDeals,advanced,,yes,https://padeldeals.co.za/products/2026-adidas-arrow-hit-pro-edt-limited-edition-ari-sanchez,
Adidas,2026 Adidas Cross IT Carbon,2026,diamond,,,EVA,carbon,4299,5999,1700,PadelZone,3,PadelDeals | PadelZone | Virgin Active Padel Club,intermediate,,yes,https://padelzone.co.za/products/adidas-cross-it-carbon-2026-padel-racket,"The-all new Adidas Cross IT Carbon 2026 is here with premium power and comfort for the Padel player looking to attack with conviction. Featuring a diamond shape with high sweet spot and Carbon 6K face, this innovative Padel Racket combines Soft Performance EVA core with revolutionary 11 Thirteen technology for exceptional power with improved comfort and durability, making it perfect for profession"
Adidas,2026 Adidas Cross IT Light,2026,round,355,,EVA,carbon,4999,6499,1500,The Padel Market,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,intermediate,,yes,https://thepadelmarket.co.za/products/crossit-light-2026,"The Adidas Cross It Light 2026 is a padel racket designed for players seeking a perfect balance between power and control with every shot. Its advanced lightness and round shape with a centered sweet spot ensure maneuverability and precision, ideal for those who master technique and rhythm on the court. This model, which stands out for its innovative dynamic air flow system, is intended for profes"
Adidas,2026 Adidas Cross It PRO EDT - Limited Edition | Martita Ortega,2026,,,,,,7495,7495,0,PadelDeals,1,PadelDeals,advanced,,yes,https://padeldeals.co.za/products/2026-adidas-cross-it-pro-edt-limited-edition-martita-ortega,
Adidas,2026 Adidas Cross IT Team CTRL,2026,round,,high,EVA,fibreglass,3995,3999,4,PadelDeals,3,PadelDeals | PadelZone | Virgin Active Padel Club,improver,,yes,https://padeldeals.co.za/products/2026-adidas-cross-it-team-ctrl,"Introducing the all new Adidas Cross IT Team CTRL 2026, a perfect combination of power and comfort in one great looking package. Featuring a round shape with centred sweet spot and Fibreglass face, this innovative Padel Racket combines Soft Performance EVA core with revolutionary 11 Thirteen technology for exceptional control with improved comfort and durability, making it perfect for advanced pla"
Adidas,2026 Adidas Drive Black,2026,round,,medium,EVA,fibreglass,1995,2495,500,PadelDeals,4,PadelDeals | PadelGear | PadelZone | Virgin Active Padel Club,beginner,,yes,https://padeldeals.co.za/products/2026-adidas-drive-black,"Introducing the Adidas Drive (Black) 2026, part of the new 2026 Adidas Padel range. Built for beginners and casual players prioritizing comfort, it delivers effortless handling, maximum control, and a completely vibration-free feel on the court. Key features: Round shape, low balance: Weight concentrated near the grip for effortless maneuverability and rapid defensive reactions. Lightweight Profil"
Adidas,2026 Adidas Drive Blue,2026,round,,low,EVA,fibreglass,1995,1999,4,PadelDeals,3,PadelDeals | PadelZone | Virgin Active Padel Club,beginner,,yes,https://padeldeals.co.za/products/2026-adidas-drive-blue,"The Adidas Drive Blue 2026 Padel Racket is the ideal companion for beginner players stepping onto the court for the first time. Designed with ease of use and comfort at its core, this racket helps developing players build confidence while learning the fundamentals of Padel. Adidas has been at the forefront of sports innovation for decades, and the 2026 Drive collection continues that legacy. The s"
Adidas,2026 Adidas Drive Light,2026,round,,medium,EVA,fibreglass,1995,1999,4,PadelDeals,3,PadelDeals | PadelZone | Virgin Active Padel Club,beginner,,yes,https://padeldeals.co.za/products/2026-adidas-drive-light,"Introducing the Adidas Drive Light 2026 Padel Racket , a lightweight entry-level racket that makes stepping onto the Padel court a comfortable and enjoyable experience. With its clean white and orange design, this racket combines ease of handling with reliable performance for beginners who want a smooth start to their Padel journey. Adidas has been at the forefront of Padel innovation, and the Dri"
Adidas,2026 Adidas Match (Black/Orange),2026,teardrop,,,EVA,fibreglass,1995,2495,500,PadelDeals,2,PadelDeals | PadelGear,beginner,,yes,https://padeldeals.co.za/products/2026-adidas-match-light-copy,"Introducing the Adidas Match Black/Orange 2026, part of the new 2026 Adidas Padel range. Built for players starting their padel journey, it delivers an enormous sweet spot, reliable comfort, and easy, forgiving power to help you master the basics with confidence. Key features: All-Round Teardrop shape: Perfectly balanced to provide a versatile mix of power and defensive control. Extra Large Sweet "
Adidas,2026 Adidas Metalbone,2026,diamond,355,,EVA,carbon,5799,7999,2200,The Padel Market,5,PadelDeals | PadelGear | PadelZone | The Padel Market | Virgin Active Padel Club,advanced,,yes,https://thepadelmarket.co.za/products/metalbone-2026,"The new Adidas Metalbone 2026, the padel racket designed for players seeking explosive performance and total dominance on the court. Its innovative structure and advanced technologies offer a perfect blend of power and control, ideal for those demanding an aggressive and sophisticated game. Designed for the professional male player who sets the pace, this top-category padel racket adapts to offens"
Adidas,2026 Adidas Metalbone Carbon,2026,diamond,,,EVA,carbon,4499,5999,1500,PadelZone,3,PadelDeals | PadelZone | Virgin Active Padel Club,intermediate,,yes,https://padelzone.co.za/products/metalbone-carbon-2026,"The Adidas Metalbone Carbon 2026 is finally here and the latest evolution of one of Padel's most iconic power rackets. Featuring a diamond shape with head-heavy balance and revolutionary octagonal structure, this aggressive Padel Racket combines Carbon 6K face construction with Soft Performance EVA for devastating power whilst maintaining exceptional control, making it the ultimate weapon for atta"
Adidas,2026 Adidas Metalbone Carbon CTRL,2026,round,360,,EVA,carbon,4499,5999,1500,The Padel Market,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,intermediate,,yes,https://thepadelmarket.co.za/products/metalbone-carbon-ctrl-2026,"Adidas Metalbone Carbon Control 2026, is a padel racket designed for players seeking maximum control without sacrificing measured and effective power. Perfect for men with advanced skill levels, this racket offers a unique balance that promotes a tactical and precise playing style, ideal for dominating each point from defense and strategic attack. The combination of advanced technology and premium"
Adidas,2026 Adidas Metalbone CTRL,2026,round,360,medium,soft EVA,carbon,5999,7999,2000,The Padel Market,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,advanced,,yes,https://thepadelmarket.co.za/products/metalbone-ctrl-2026,"The Adidas Metalbone Control 2026 is a padel racket designed for players seeking a perfect balance between power and control. Its round shape and centered sweet spot make it the ideal option for those who dominate the game with technique and anticipation, without giving up the characteristic strength of the Metalbone family. Perfect for athletes who value the precision and soft touch provided by i"
Adidas,2026 Adidas Metalbone PRO EDT - Limited Edition | Ale Galan,2026,,,,,,8995,8995,0,PadelDeals,1,PadelDeals,advanced,,yes,https://padeldeals.co.za/products/2026-adidas-metalbone-pro-edt-limited-edition-ale-galan,
Adidas,2026 Adidas Metalbone Team,2026,diamond,,high,EVA,carbon,4495,4499,4,PadelDeals,4,PadelDeals | PadelGear | PadelZone | Virgin Active Padel Club,improver,,yes,https://padeldeals.co.za/products/2026-metalbone-team,"Introducing the Adidas Metalbone Team 2026, part of the new 2026 Adidas Padel range. Built for advanced players seeking a more forgiving feel, it delivers the aggressive attacking shape of the Metalbone family combined with highly comfortable handling and effortless ball exit. Key features: Diamond Oversize shape: High balance point for superior leverage on smashes and aggressive volleys. Fibergla"
Adidas,2026 Adidas RX Series,2026,round,,,EVA,,2995,2999,4,PadelDeals,2,PadelDeals | Virgin Active Padel Club,improver,,yes,https://padeldeals.co.za/products/2026-adidas-rx-series,"Take your first steps in padel with confidence and maximum comfort. The adidas RX series padel racket is the perfect ally for learning, making every shot feel easy. Its round shape gives you the immediate control you need, allowing you to focus on technique without worrying about mistakes. Enjoy an incredibly soft feel upon impact and power output that drives the ball for you, thanks to Fiber Glas"
Adidas,2x 2024 Adidas RX Series Light,2024,,,,,,3495,3495,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-2024-adidas-rx-series-light,
Adidas,2x 2025 Adidas Drive Black 3.4,2025,,,,,,2795,2795,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-2025-adidas-drive-black-3-4,
Adidas,2x 2025 Adidas Drive Grey 3.4,2025,,,,,,2795,2795,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-2025-adidas-drive-grey-3-4,
Adidas,2x 2025 Adidas Match Black 3.4,2025,,,,,,2995,2995,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-2025-adidas-match-black-3-4,
Adidas,2x 2025 Adidas Match Blue 3.4,2025,,,,,,2795,2795,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-2025-adidas-match-blue-3-4,
Adidas,2x 2025 Adidas Metalbone Carbon 3.4,2025,,,,,carbon,7695,7695,0,PadelDeals,1,PadelDeals,advanced,,yes,https://padeldeals.co.za/products/2x-2025-adidas-metalbone-carbon-3-4,
Adidas,2x 2025 Adidas Metalbone Carbon CTRL 3.4,2025,,,,,carbon,7695,7695,0,PadelDeals,1,PadelDeals,advanced,,yes,https://padeldeals.co.za/products/2x-2025-adidas-metalbone-carbon-ctrl-3-4,
Adidas,2x 2025 Adidas Metalbone Team 3.4,2025,,,,,,5795,5795,0,PadelDeals,1,PadelDeals,intermediate,,yes,https://padeldeals.co.za/products/2x-2025-adidas-metalbone-team-3-4,
Adidas,2x Adidas Drive Light 3.4,,,,,,,2995,2995,0,PadelDeals,1,PadelDeals,improver,,yes,https://padeldeals.co.za/products/2x-adidas-drive-light-3-4,
Adidas,Adidas Adipower Carbon Control 3.4 Padel Racket,,round,,,EVA,18K carbon,3299,3299,0,PadelZone,1,PadelZone,improver,,yes,https://padelzone.co.za/products/adidas-adipower-carbon-control-3-4-padel-racket,"Offerring the perfect balance between control and Adipower, the Carbon Control 3.4 is a high-performance Padel Racket designed for the most demanding players. As the name suggests when it comes to control this racket is unmatched as it has been built with an 18k carbon fiber face together with the Adidas soft performance EVA core, giving the racket its durability, feel and control. All for Padel, "
Adidas,adidas Adipower Carbon CTRL,,,,,,18K carbon,4199,4199,0,Virgin Active Padel Club,1,Virgin Active Padel Club,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-carbon-ctrl,"The Adipower Carbon CTRL is a model that harnesses all Adipower technologies to enhance control. The Spin Blade Mold and Smart Holes Curve technologies provide an unparalleled feel for spin shots. The carbon reinforcements in the Dual Exoskeleton and the Power Embossed Ridge in key areas of the racquet enhance rigidity, ensuring performance in powerful strikes. The 18K carbon fibre guarantees clea"
Adidas,adidas Adipower Carbon Light,,,,,,carbon,4199,4199,0,Virgin Active Padel Club,1,Virgin Active Padel Club,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-carbon-light,"The Adipower Carbon Light is a racquet that combines the best technologies with a more agile grip, thanks to its lightweight design. The Dual Exoskeleton, featuring carbon reinforcements, and the Power Embossed Ridge in the frame enhance its rigidity for improved aggressive play. Additionally, the arrangement of the Smart Holes Curve and the 3D Spin Blade Mold texture provide optimal spin on all s"
Adidas,Adidas Adipower Carbon Light 3.4 | 2025,2025,round,,,soft EVA,3K carbon,3799,3799,0,World of Padel,1,World of Padel,improver,,yes,https://worldofpadel.co.za/product/adidas-adipower-carbon-light-3-4-2025/,"Adidas Adipower Carbon Light 3.4 | 2025 The Adipower Carbon Light boasts a lightweight Round-shaped design that utilises cutting-edge technologies to enhance your game. With the Dual Exoskeleton and Power Embossed Ridge providing supreme rigidity through the use of carbon ribs in the core and frame, every shot packs a powerful punch. This racket also features two standout features: the 3D Spin Bla"
Adidas,Adidas Adipower Ctrl 3.3,,,360,,soft EVA,3K carbon,2899,2999,100,World of Padel,3,Africa Padel | Virgin Active Padel Club | World of Padel,improver,,yes,https://worldofpadel.co.za/product/adidas-adipower-ctrl-3-3/,"Adidas Adipower Ctrl 3.3 Unlock precision and control with the Adipower CTRL 3.3 Padel Racket , a pro-level racket that strikes the perfect balance between flexibility and rigidity . Designed for advanced players, this racket offers unmatched handling and skillful precision, helping you take your game to the next level. The Dual Exoskeleton enhances the rigidity of the racket’s core, while the Pow"
Adidas,adidas Adipower CTRL Multiweight  PRO EDT 2025,2025,round,,,EVA,18K carbon,8074,8074,0,Virgin Active Padel Club,1,Virgin Active Padel Club,advanced,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-ctrl-multiweight-pro-edt-2025,"The Adidas Adipower CTRL MTW Pro Edt 2025 doesn’t need to raise its voice: it imposes with elegance. It’s a reflection of those who play in silence but leave a lasting impact with every shot. Its round shape, with weight centered near the grip, provides superior control in defense. The combination of 18K carbo n and EVA High Memory rubber offers the perfect balance of firmness and sensitivity—idea"
Adidas,adidas Adipower CTRL Multiweight 3.3,,,,,EVA,18K carbon,4249,4725,476,Virgin Active Padel Club,2,Africa Padel | Virgin Active Padel Club,improver,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-ctrl-multiweight-3-3,"The Adipower Multiweight CTRL 3.3 marks a milestone in padel with its innovative technology designed for decisive players like Álex Ruiz. It incorporates the Weight & Balance System, allowing you to adjust the weight and balance to adapt to a control or attack style. The Dual Exoskeleton technology provides a double insertion of carbon ribs in the heart, while the Power Embossed Ridge reinforces t"
Adidas,adidas Adipower CTRL Multiweight 3.4,,round,,,EVA,carbon,5849,5949,100,World of Padel,2,Virgin Active Padel Club | World of Padel,intermediate,,yes,https://worldofpadel.co.za/product/adidas-adipower-multiweight-ctrl-3-4-padel-racket/,"The Adipower CTRL Multiweight is Álex Ruiz's racquet, meticulously designed to achieve perfection in every detail. The Weight & Balance System allows for customisation of weight and balance according to the demands of each match. The Dual Exoskeleton structure, the carbon Power Embossed Ridge in the frame, and its materials ensure the necessary rigidity to excel in aggressive play. Spin shots reac"
Adidas,adidas Adipower Junior 3.3,,,,,soft EVA,carbon,999,999,0,Virgin Active Padel Club,1,Virgin Active Padel Club,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-junior-3-3,"Start to experience what it means to win with the Adipower Junior! This racket is designed to be the perfect extension of the arms of girls and boys who want to grow on the padel court. The Exoskeleton technology reinforces the heart of the racket with carbon fiber, improving durability and increasing rigidity for more powerful shots. Its composition of Eva Soft Performance and Fiber Glass provide"
Adidas,Adidas Adipower Junior 3.4,,round,,,soft EVA,carbon,1399,1799,400,Virgin Active Padel Club,3,PadelZone | Virgin Active Padel Club | World of Padel,beginner,,yes,https://virginactivepadelclub.co.za/products/adidas-adipower-junior-3-4,"The Adipower Junior 3.4 is brought to you by Adidas specifically for our young Padel enthusiasts. Designed to be lightweight and extremely maneuverable while having ample power for those ling shots from the back of the court. This all means our juniors can have the right Padel Racket designed for them to have maximum enjoyment during their game. All for Padel, the official licensed Adidas Padel Te"
Adidas,Adidas Adipower Legend 2024 Padel Racket – Limited Edition,2024,diamond,370,high,EVA,carbon,3699,3699,0,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-padel-racket-adipower-legend-limited-edition-2024,Adidas Adipower Legend 2024 - Limited Edition. diamond power racket from The Padel Market. The Padel Market Playing Profile Diamond · Power · Advanced Power Very high Control Low Comfort Low Manoeuvrability Medium Shape Diamond Weight 370g Face Carbon Fibre Core EVA High Balance High Level Advanced Description The Adidas Adipower Legend 2024 is a diamond-shaped power racket from the iconic Adidas 
Adidas,adidas Adipower Legend 3.3,,diamond,,,soft EVA,3K carbon,3449,3449,0,Virgin Active Padel Club,1,Virgin Active Padel Club,improver,,no,https://virginactivepadelclub.co.za/products/adidas-adipower-legend-3-3,ADIPOWER LEGEND With experience comes knowledge. And that degree of knowledge is why the new Adipower Legend by Seba Nerone has enabled us to provide you with a racket that has everything you need to achieve excellence on the court. It features everything that has made our legend one of the best players ever. Maximum power is guaranteed by the Power Embossed Ridge and Dual Exoskeleton technologies
Adidas,adidas Adipower LEGEND Ltd 2023,2023,,,,,carbon,5949,5949,0,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adipower-legend-ltd-2023,The Adipower Legend is as a unique racket as the player to which it pays homage. Seba Nerone is synonymous with talent and tenacity and his exclusive racket is made to accompany the most talented and persevering padel players. The spectacular design of this racket responds to the exquisite features that it is composed of. This legendary padel racket incorporates the best technologies that allow yo
Adidas,adidas Adipower MASTER Ltd 2023,2023,,,,,,7224,7224,0,Virgin Active Padel Club,1,Virgin Active Padel Club,advanced,,yes,https://virginactivepadelclub.co.za/products/adipower-master-ltd-2023,"The Adipower Master is a unique racket, a limited-edition one designed to bring out the best aspects of one of the best players in the world like Martita Ortega. This unique racket features a sleek and eye-catching design in equal measure. Its resplendent appearance is the facade of a product made to dominate on court. The Adipower Master is a special limited-edition product for Martita Ortega. It"
Adidas,adidas Adipower Multiweight 3.3,2024,diamond,365,,EVA,carbon,3299,4249,950,The Padel Market,2,The Padel Market | Virgin Active Padel Club,improver,,yes,https://thepadelmarket.co.za/products/adidas-adipower-multiweight-3-3-2024,Innovation continues to serve talent in the second generation of the Adipower Multiweight. This racket is designed with the needs of the best padel players in mind. The Weight & Balance System technology allows you to adapt the racket to conditions of control or attack by modifying the weights and balance. The Carbon 18K surface and Eva High Memory on the inside are an ideal combination to find th
Adidas,Adidas Adipower Multiweight Control 3.3 2024 Padel Racket,2024,diamond,360,,EVA,carbon,3299,3299,0,The Padel Market,1,The Padel Market,improver,,yes,https://thepadelmarket.co.za/products/adidas-adipower-multiweight-control-3-3-2024,Engineered for Control. Built for Winners. The Padel Market Playing Profile Diamond · Control · Advanced Power Medium Control Very high Comfort High Manoeuvrability High Shape Diamond Weight 355‑360g() Balance Medium Level Advanced Description The Adidas Adipower Multiweight Control 3.3 2024 is a control-oriented racket from the Adidas Adipower line built for advanced players. It keeps the Adipowe
Adidas,adidas Adipower Multiweight CTRL,,round,,,EVA,15K carbon,4799,4799,0,Virgin Active Padel Club,1,Virgin Active Padel Club,intermediate,,yes,https://virginactivepadelclub.co.za/products/adipower-multiweight-ctrl,"The ADIPOWER MULTIWEIGHT CTRL is the evolution of the Adipower range. The update of this model allows you to completely customize your racket, thanks to the WEIGHT & BALANCE SYSTEM technology . The combination of the 15K CARBON surface surface added to the the EVA High Performance memory rubber will give you tremendous power in all your shots. The SPIN BLADE technology provides great spin on every"
Adidas,"Adidas Ari Sánchez Arrow Hit Pro EDT 2026 – Customizable Power, Elite Precision",2026,diamond,360,,soft EVA,carbon,8499,8499,0,World of Padel,1,World of Padel,advanced,,yes,https://worldofpadel.co.za/product/adidas-ari-sanchez-arrow-hit-pro-edt-2026-customizable-power-elite-precision/,"Unleash your inner champion with the Adidas Ari Sánchez Arrow Hit Pro EDT 2026—a high-performance, special-edition racket built for advanced players craving explosive power, pinpoint precision, and tailor-made control. Crafted around a dynamic diamond-shaped frame and infused with cutting-edge technologies, this racket transforms every swing into a statement of dominance. The ASC Signature Carbon "
Adidas,adidas Arrow Hit,2026,diamond,375,high,EVA,carbon,5999,8499,2500,The Padel Market,3,PadelGear | The Padel Market | Virgin Active Padel Club,intermediate,,yes,https://thepadelmarket.co.za/products/arrow-hit-2026,"Choose how to control the game with the adidas Arrow Hit 2026. The Intelligent Balance System lets you adjust the racket’s weight and balance to suit your style and strategy, easily modifying the lateral weights during play. Its Diamond shape, combined with a reinforced frame, delivers rapid acceleration and amplified power on offensive shots, allowing you to hit precise, sharp attacks that keep y"
Adidas,Adidas Arrow HIT Attack 2026 Padel Racket,2026,diamond,,,EVA,carbon,7999,7999,0,PadelZone,1,PadelZone,advanced,,yes,https://padelzone.co.za/products/adidas-arrow-hit-attk-2026-padel-racket,"The latest addition to the Adidas family is the all new Arrow HIT Attack 2026, the ultimate power weapon for aggressive attacking play. Featuring a balanced diamond shape and revolutionary Intelligent Balance System, this intensive Padel Racket combines the ASC signature interwoven carbon face with a Soft Performance EVA for devastating power in attack shots, making it perfect for advanced Padel p"
Adidas,adidas Arrow Hit Carbon,2026,diamond,,,EVA,carbon,5995,5999,4,PadelDeals,2,PadelDeals | Virgin Active Padel Club,intermediate,,yes,https://padeldeals.co.za/products/2026-adidas-arrow-hit-carbon,"Play with confidence in every situation with the adidas Arrow Hit Carbon 2026. Its carbon construction combines Muscle Power System, Structural Reinforcement, and Power Groove to deliver firmness, torsion resistance, and a responsive feel that enhances powerful, precise shots. The ASC Carbon Fiber surface provides defined feedback and control during high-intensity moments, while Soft Performance E"
Adidas,Adidas Arrow HIT Carbon Attack 2026 Padel Racket,2026,diamond,,,EVA,3K carbon,4299,4299,0,PadelZone,1,PadelZone,improver,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-attk-2026-padel-racket,"As part of the brand new Adidas Arrow HIT range, the Carbon Attack 2026is a premium carbon power weapon for devastating attacking play. Featuring a diamond shape and 3k carbon fibre construction, this intensive Padel Racket combines ASC interwoven carbon face with Soft Performance EVA for maximum power in attack shots, making it perfect for Padel players seeking uncompromising aggression. Arrow re"
Adidas,adidas Arrow Hit Carbon CTRL,2026,round,360,,EVA,carbon,4299,5999,1700,PadelZone,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,intermediate,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-ctrl-2026-padel-racket,"Every shot with purpose. The adidas Arrow Hit Carbon CTRL 2026 racket brings extra stability to your control-focused game, delivering the accuracy you need to dictate the rally with confidence. Its reinforced structure and ASC Carbon Fiber surface produce a firm, reactive feel that keeps your trajectory clean and fully under control. Spin Blade Decal adds precision to sliced, lifted and angled sho"
Adidas,Adidas Arrow HIT Carbon Hexagon Cup,,diamond,,,EVA,carbon,4999,4999,0,PadelZone,1,PadelZone,intermediate,,yes,https://padelzone.co.za/products/adidas-arrow-hit-carbon-hexagon-cup-padel-racket,"Introducing the all new Adidas Arrow HIT Hexagon Cup, designed for advanced players seeking optimised stability and explosive potential. Featuring a diamond shape with head-heavy balance and revolutionary ASC Carbon Fibre face, this powerful Padel Racket combines Soft Performance EVA core with Muscle Power System and Structural Reinforcement for professional-level attacking play with firmness, tor"
Adidas,adidas Arrow Hit CTRL,2026,round,360,,EVA,carbon,4999,8499,3500,The Padel Market,4,PadelDeals | PadelZone | The Padel Market | Virgin Active Padel Club,advanced,,yes,https://thepadelmarket.co.za/products/arrow-hit-ctrl-2026,"Confidence comes from control with the adidas Arrow Hit CTRL 2026. The Intelligent Balance System lets you instantly adjust weight and balance, tailoring the racket to your pace and strategy for precise play on every point. Its reinforced structure, combining ASC Carbon Fiber, Structural Reinforcement, and Muscle Power System, delivers a stable and responsive feel, increasing torsion resistance an"
